nomem_encr,gross income,net income,gross income med 2011-2020,gross income std 2011-2020,net income std 2011-2020,age,gender,got married,net income med 2011-2020,how many years first/next child (imp zero),how many years first/next child (imp neg),primary occupation (imp),gross income (imp),net income (imp),civil status (imp),level of education (imp),lives together with partner (imp),urban character (imp),dwelling type (imp),domestic situation (imp),how many years first/next child (imp),how many (more) children (imp),will have (more) children (imp),father birth year (imp),father death year (imp),mother birth year (imp),mother death year (imp),age when parents separated (imp),distance from parents (imp),live together with partner (imp),year relatioship start (imp),year cohabitation start (imp),married (imp),year married (imp),same partner from last year (imp),satisfied with being single (imp),relationship arguments - leisure (imp),relationship arguments - working (imp),childcare hours (imp),childcare expense (imp),children passed away (imp),number of children passed away (imp),household division - jobs (imp),ever contacted a politician(imp),income disparity opinion (imp),opinion - should marry for children (imp),opinion - single parent is acceptable (imp),opinion - divorce is acceptable (imp),number of days for leasure (imp),highest level of education (imp),religion gatherions attendance (imp),speak dutch with partner (imp),speak dutch with children (imp),car value (imp),property value (imp),enterpreneur (imp),pay parental contribution (imp),go to gynaecologist (imp),year last child (imp),num children (imp),how many years first/next child,how many (more) children,will have (more) children,live together with partner,married,same partner,satisfaction with being single,go to gynaecologist,origin (imp),occupation,gross income (imp),net income (imp),civil status,level of education,lives together with partner,urban character,dwelling type,domestic situation,partner has same sex,neuroticism,extraversion,agreableness,conscientiousness,openness,new_child
709308,3700.0,3250,2600.0,1086.1334269839715,994.1279616027326,28,male,0,2250.0,,,Paid employment,3700.0,3250,Never been married,wo (university),No,Very urban,Self-owned dwelling,Single,,,I don't know,1956,,1962,,,2192.0,no,2019,,no,,,7,occasionally,,,,no,,,no,,disagree,neither agree nor disagree,agree,less than 1 day a week,,never,"yes, often/always",not applicable,,185000,no,not applicable,no,,0,,,I don't know,no,no,,,no,Dutch background,Paid employment,3700.0,3250,Never been married,wo (university),No,Very urban,Self-owned dwelling,Single,False,0.1532938181170662,0.1541037492837588,0.2180233147082985,0.0301221126961893,0.972436328536801,0
727417,4817.08557150186,4000,4817.08557150186,383.2753933172015,175.30230178171274,40,female,0,4000.0,,,Takes care of the housekeeping,2472.08557150186,1750,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1948,,1952,2018,,0.0,yes,2001,2003,yes,2005,yes,,occasionally,practically never,,,no,,I do more than my partner,no,differences in income should decrease,disagree,disagree,disagree,less than 1 day a week,"HBO (higher professional education, US: college)",once a week,"no, never","no, never",13000,,no,yes,no,2008,2,,,no,yes,yes,yes,,no,Dutch background,Takes care of the housekeeping,2472.08557150186,1750,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.3217713695965681,-1.721068813622464,1.3525500203037844,0.089398753663529,-0.1234544279152863,0
711746,5815.0,4500,5665.0,977.5604764543766,741.4274630945212,30,female,1,4039.0,0,0,Paid employment,2615.0,2250,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",0,2,yes,1958,,1964,,,0.0,yes,2012,2015,yes,2015,yes,,practically never,practically never,,,no,,my partner does more than I,no,,disagree,disagree,agree,less than 1 day a week,"MBO (intermediate professional education, US: junior college)",once a week,"yes, often/always",not applicable,11500,500000,no,not applicable,no,,0,0,2,yes,yes,yes,yes,,no,Dutch background,Paid employment,2615.0,2250,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-0.3411576670438984,-0.3518739501667812,1.3941225995054976,1.7352151557815676,-0.5774641280233175,1
716543,3050.0,2200,2800.0,140.97037537409,95.00247709074556,33,female,0,2050.0,,,Takes care of the housekeeping,0.0,0,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1968,,1969,,13,,yes,2008,2009,yes,2014,yes,,occasionally,occasionally,12,16,no,,we do roughly the same amount of work,no,,disagree,disagree,neither agree nor disagree,never,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always","yes, often/always",5000,210000,no,not applicable,no,2016,2,,,no,yes,yes,yes,,no,Dutch background,Takes care of the housekeeping,0.0,0,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.3526106185430164,-0.2436486398155433,-1.691816401475824,-0.4370542150612584,-0.900302731258907,0
706235,5000.0,2330,7500.0,1398.19450578729,942.0246428875876,38,male,0,3810.0,,,"Autonomous professional, freelancer, or self-employed",5000.0,2330,Divorced,"hbo (higher vocational education, US: college)",No,Slightly urban,Self-owned dwelling,"Single, with child(ren)",,,no,1952,,1954,,,2594.0,yes,2001,2010,yes,2013,yes,,practically never,occasionally,,650,no,,I do a lot more than my partner,no,,fully disagree,agree,neither agree nor disagree,less than 1 day a week,,never,"yes, often/always","yes, often/always",30000,650000,yes,yes,no,2017,2,,,no,yes,yes,yes,,no,"Second generation foreign, Western background","Autonomous professional, freelancer, or self-employed",5000.0,2330,Divorced,"hbo (higher vocational education, US: college)",No,Slightly urban,Self-owned dwelling,"Single, with child(ren)",False,-0.902822589495088,0.5934228736307786,-0.0493800512184955,1.244957504510869,0.7504736720202855,0
708171,100.0,100,100.0,346.2844091004715,300.2515399197112,23,male,0,100.0,10,10,Attends school or is studying,100.0,100,Never been married,wo (university),No,Extremely urban,Rental dwelling,Single,10,2,yes,1964,,1963,,,40222.0,,,,,,,0 entirely dissatisfied,,,,,no,,,no,differences in income should increase,fully agree,fully disagree,fully disagree,1 day per week,university,once a week,not applicable,not applicable,,,no,not applicable,no,,0,10,2,yes,,,,0 entirely dissatisfied,no,Dutch background,Attends school or is studying,100.0,100,Never been married,wo (university),No,Extremely urban,Rental dwelling,Single,False,-0.9124543662200124,2.1510448727840603,1.176056137004312,1.8612073463332008,1.7443402197268298,0
707638,8200.0,5600,8200.0,455.42356904984257,550.8669017415577,45,female,0,5490.0,,,Paid employment,3900.0,3000,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1952,,1955,,,35564.0,yes,2011,2012,yes,2013,yes,,practically never,practically never,7,766,no,,we do roughly the same amount of work,no,,disagree,neither agree nor disagree,agree,less than 1 day a week,,never,"yes, often/always","yes, often/always",4000,477000,no,yes,no,2016,2,,,no,yes,yes,yes,,no,"Second generation foreign, Western background",Paid employment,3900.0,3000,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.0221364923381322,0.4461627584728316,-0.4035355231470343,-0.1260539867686655,-0.0097724095060726,0
700588,1754.75318166547,1250,1440.66069711636,346.9283970922167,226.60048571627087,38,female,0,1050.0,,,Paid employment,1754.75318166547,1250,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Extremely urban,Rental dwelling,Single,,,I don't know,1947,2015,1950,,9,,,,,,,,4,,,,,no,,,no,differences in income should decrease,fully disagree,fully agree,agree,1 day per week,primary school,never,not applicable,not applicable,,,no,not applicable,no,,0,,,I don't know,,,,4,,"Second generation foreign, Western background",Paid employment,1754.75318166547,1250,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Extremely urban,Rental dwelling,Single,False,-1.124055173357342,-1.4296760260196326,-0.0993440077675326,-0.7159378712203682,-0.0380919150200924,0
725358,6600.0,4000,6130.0,263.43338770636893,0.0,45,male,0,4000.0,,,Paid employment,5700.0,3250,Married,"hbo (higher vocational education, US: college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1946,,1953,,,0.0,yes,1995,2000,yes,2000,yes,,practically never,practically never,,,no,,I do a lot more than my partner,no,,fully agree,agree,disagree,never,,at least once a month,"yes, often/always","yes, often/always",-9,450000,no,yes,no,2011,4,,,no,yes,yes,yes,,no,Dutch background,Paid employment,5700.0,3250,Married,"hbo (higher vocational education, US: college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-1.209867472431019,0.3688196432680538,0.4686475674323311,1.3300701352010025,0.2896179688598023,0
727256,7740.0,6000,5765.0,557.504042904928,436.27529663479874,27,female,0,5500.0,3,3,Paid employment,4140.0,3250,Never been married,"hbo (higher vocational education, US: college)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",3,2,yes,1951,,1951,,,0.0,yes,2015,2017,no,,yes,,practically never,practically never,,,no,,I do more than my partner,no,differences in income should decrease,disagree,agree,agree,never,university,never,"yes, often/always",not applicable,20000,245000,no,not applicable,no,,0,3,2,yes,yes,no,yes,,no,"Second generation foreign, non-western background",Paid employment,4140.0,3250,Never been married,"hbo (higher vocational education, US: college)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.8092571109582656,-0.3855403425473639,0.5825961542316257,0.9418475909219766,1.3545583140509154,0
702971,5000.0,3750,4000.0,401.08548367821953,200.54274183910977,40,male,0,3250.0,2,2,Paid employment,5000.0,3750,Never been married,"hbo (higher vocational education, US: college)",No,Not urban,Self-owned dwelling,Single,2,3,yes,,,1953,,3,,,,,,,,6,,,,,no,,,yes,differences in income should increase,agree,disagree,disagree,1 day per week,,once or a few times a year,not applicable,not applicable,-9,187500,no,not applicable,no,,0,2,3,yes,,,,6,no,"First generation foreign, Western background",Paid employment,5000.0,3750,Never been married,"hbo (higher vocational education, US: college)",No,Not urban,Self-owned dwelling,Single,False,-1.3330835984099694,0.9437618345976062,0.3187876415288155,0.1510304482665397,0.4746628459053861,0
707111,1888.0,1464,1888.0,1648.6174459940733,1114.0683657671132,20,female,0,1464.0,10,10,Attends school or is studying,0.0,0,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",No,Not urban,Rental dwelling,"Single, with child(ren)",10,2,yes,1961,,1966,,13,,,,,,,,,,,,,no,,,no,,fully disagree,agree,agree,less than 1 day a week,"HBO (higher professional education, US: college)",never,not applicable,not applicable,,,no,,no,,0,10,2,yes,,,,,no,,Attends school or is studying,0.0,0,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",No,Not urban,Rental dwelling,"Single, with child(ren)",False,0.3311492382574738,-0.8919519351174464,0.165212713057648,0.3619930929416993,-0.2351285260271533,0
731953,3975.0,2650,3573.0,596.3723855295634,275.4021540668237,36,female,0,2411.0,,,Paid employment,3975.0,2650,Never been married,"hbo (higher vocational education, US: college)",No,Very urban,Rental dwelling,Single,,,I don't know,1952,,1954,,,2075.0,,,,,,,3,,,,,no,,,no,,fully disagree,neither agree nor disagree,neither agree nor disagree,2 days per week,"HBO (higher professional education, US: college)",once or a few times a year,not applicable,not applicable,2500,,no,not applicable,no,,0,,,I don't know,,,,3,,Dutch background,Paid employment,3975.0,2650,Never been married,"hbo (higher vocational education, US: college)",No,Very urban,Rental dwelling,Single,False,1.5385475263297443,-1.522399716366962,-0.2248977352588547,-0.8642895562715206,-1.4454639005537142,0
705699,9698.0,5400,9698.0,937.0938733852838,275.6546884171875,36,female,0,5400.0,0,-7,"Autonomous professional, freelancer, or self-employed",6000.0,3000,Never been married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,1,no,1954,,1957,,,96270.0,yes,2005,2011,no,,yes,,practically never,practically never,,500,no,,my partner does more than I,no,,disagree,disagree,agree,less than 1 day a week,,never,"yes, often/always","yes, often/always",-9,365000,no,yes,no,2018,3,,,no,yes,no,yes,,no,Dutch background,"Autonomous professional, freelancer, or self-employed",6000.0,3000,Never been married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.8216892291120215,-0.9388270789886538,0.5507912881942324,0.4707779480401096,-0.4539002865313226,0
720981,6600.0,4000,6130.0,263.43338770636893,0.0,40,female,0,4000.0,,,Takes care of the housekeeping,900.0,750,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1954,,1954,,,13919.6785164026,yes,1995,2000,yes,2000,yes,,occasionally,practically never,,,no,,my partner does more than I,no,,neither agree nor disagree,agree,neither agree nor disagree,never,,more than once a week,"yes, sometimes","yes, often/always",,,no,yes,no,2011,4,,,,,,,,no,Dutch background,Takes care of the housekeeping,900.0,750,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.2666069781561063,0.8054846503124335,0.4452068344438585,-0.9977693553976924,0.0395617757596084,0
705946,7060.08857911836,4900,6500.0,244.47099219384896,232.04425831105164,41,female,0,5300.0,0,-6,Has (partial) work disability,1683.04341756936,1250,Never been married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",2,2,I don't know,1949,,1954,,,,,,,,,,7,,,,,no,,,no,,fully agree,fully agree,fully agree,never,"HAVO / VWO (higher/pre-university secondary education, US: senior high school)",once a week,not applicable,not applicable,,,no,"no, I don't think it is necessary",no,,0,,,I don't know,,,,7,no,"First generation foreign, Western background",Has (partial) work disability,1683.04341756936,1250,Never been married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,1.274463374264815,-0.6055639474942721,-1.618447741628063,-1.0317757507592649,-0.8130625470959086,0
711798,8450.0,5600,5230.0,1302.8322953262443,961.2389131286798,19,female,0,3395.0,,,Attends school or is studying,0.0,0,Never been married,"vmbo (intermediate secondary education, US: junior high school)",No,Not urban,Self-owned dwelling,"Single, with child(ren)",,,I don't know,1969,,1970,,,,no,2016,,no,,yes,,occasionally,occasionally,,,no,,,no,,agree,agree,agree,2 days per week,"VMBO, LBO, MULO, ULO, MAVO (lower/intermediate secondary education, US: junior high school)",never,"yes, often/always",not applicable,,,no,not applicable,no,,0,,,I don't know,no,no,yes,,no,,Attends school or is studying,0.0,0,Never been married,"vmbo (intermediate secondary education, US: junior high school)",No,Not urban,Self-owned dwelling,"Single, with child(ren)",False,0.2564212028180991,0.7969261578518696,0.8041597926552457,-0.3328463765635967,1.4229471342015616,0
711791,6120.55183938977,4025,6426.02999822226,552.00514284801,319.3156745291405,34,male,0,4250.0,0,-3,Paid employment,4354.47730883071,2750,Never been married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",5,2,yes,1946,,1949,,,6960.15552987144,yes,2011,2012,no,,,,occasionally,occasionally,,,no,,I do a lot more than my partner,,,,,,,,,,,,,,,,,0,,,,,,,,,"Second generation foreign, non-western background",Paid employment,4354.47730883071,2750,Never been married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,,,,,,1
703616,6325.0,4900,5600.0,1605.694443460754,1176.3105042628092,29,female,0,4300.0,8,8,Paid employment,2875.0,2200,Never been married,"hbo (higher vocational education, US: college)",Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",8,2,yes,1952,,1952,,,5183.0,yes,2012,2018,no,,yes,,practically never,practically never,,,no,,my partner does more than I,no,,fully disagree,agree,agree,3 days per week,"HBO (higher professional education, US: college)",never,"yes, often/always",not applicable,,,no,"no, I don't think it is necessary",no,,0,8,2,yes,yes,no,yes,,no,Dutch background,Paid employment,2875.0,2200,Never been married,"hbo (higher vocational education, US: college)",Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",False,-0.1064376072879651,0.8238924733483214,0.1043913484104995,0.3523199879727509,-0.3064539386015126,0
721286,6763.98408016033,4710,5977.0,405.1923123407855,298.4733750767252,19,female,0,4270.0,13,13,Attends school or is studying,286.992040080165,250,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",13,3,yes,1968,,1967,,,0.0,,,,,,,,,,,,no,,,no,,agree,disagree,agree,less than 1 day a week,primary school,more than once a week,not applicable,not applicable,,,no,,no,,0,13,3,yes,,,,,no,,Attends school or is studying,286.992040080165,250,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.3276179764345942,2.1543622470416066,-0.371856881092807,-0.8918022168702516,0.6097656269747933,0
709092,3035.0,2617,1565.0,590.6925531168413,567.6475161260751,36,female,0,1209.0,,,Paid employment,1665.0,1302,Never been married,"mbo (intermediate vocational education, US: junior college)",Yes,Moderately urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",,,no,1952,2013,1959,,16,,yes,2018,2020,no,,yes,9,practically never,practically never,,,no,,my partner does more than I,no,differences in income should decrease,disagree,agree,fully disagree,never,,never,"yes, often/always",not applicable,,,no,not applicable,no,,0,,,no,yes,no,yes,,no,Dutch background,Paid employment,1665.0,1302,Never been married,"mbo (intermediate vocational education, US: junior college)",Yes,Moderately urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",False,1.7826606502399995,-1.362747339672742,-0.241430125704372,1.0023521314617172,-0.8296353607248539,1
708760,9698.0,5400,9698.0,937.0938733852838,275.6546884171875,36,male,0,5400.0,0,-7,Paid employment,3698.0,2400,Never been married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,1,no,1954,,1957,,,41221.0,yes,2005,2011,no,,yes,,occasionally,practically never,,500,no,,I do more than my partner,no,,fully disagree,disagree,agree,less than 1 day a week,university,never,"yes, often/always","yes, often/always",15000,,no,yes,no,2018,3,,,no,yes,no,yes,,no,Dutch background,Paid employment,3698.0,2400,Never been married,wo (university),Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.7043572914933994,-0.9170485306507672,-1.016116034083644,0.0514525671535259,-0.1964061811738881,0
728928,6000.0,4300,6000.0,242.48280229258623,145.4896813755519,33,female,0,4300.0,0,-8,Paid employment,3500.0,2400,Married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",0,1,I don't know,1953,,1954,,,4080.0,yes,2009,2010,yes,2015,yes,,occasionally,practically never,24,1350,no,,my partner does a lot more than I,no,,disagree,neither agree nor disagree,agree,less than 1 day a week,university,once or a few times a year,"yes, often/always","yes, often/always",15000,,no,yes,no,2017,2,,,I don't know,yes,yes,yes,,no,Dutch background,Paid employment,3500.0,2400,Married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.9440381885122228,1.6104243497793649,1.472484536933431,-0.85849578638666,0.0037865666669415,1
703790,4940.0,2940,3260.0,678.952847473756,314.4588839388681,21,female,0,2260.0,7,7,Attends school or is studying,150.0,150,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",No,Slightly urban,Self-owned dwelling,"Single, with child(ren)",7,2,yes,1971,,1972,,3,,,,,,,,7,,,,,no,,,no,,disagree,fully agree,agree,1 day per week,"MBO (intermediate professional education, US: junior college)",never,not applicable,not applicable,,,no,yes,no,,0,7,2,yes,,,,7,no,Dutch background,Attends school or is studying,150.0,150,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",No,Slightly urban,Self-owned dwelling,"Single, with child(ren)",False,-0.3193200205448452,0.8122035603600166,-1.4623242521051345,0.1270979858116138,-0.1175702534281527,0
704427,5300.0,4050,5300.0,107.7346988100656,76.52605299157504,26,female,0,4050.0,2,2,Paid employment,1600.0,1300,Married,"hbo (higher vocational education, US: college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",2,3,yes,1966,,1967,,,8429.0,yes,2012,2016,yes,2016,yes,,practically never,practically never,7,815,no,,my partner does a lot more than I,no,,agree,agree,fully disagree,never,"HBO (higher professional education, US: college)",once a week,"yes, often/always","yes, often/always",30000,,no,not applicable,no,2019,2,2,3,yes,yes,yes,yes,,no,Dutch background,Paid employment,1600.0,1300,Married,"hbo (higher vocational education, US: college)",Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.3878070504467714,1.668078504365727,-0.1937895003393344,-0.2836333098120543,0.5217150117555753,1
702159,1710.28345322911,1250,1200.0,291.1330046228331,257.96947727925,32,male,0,980.0,5,5,Attends school or is studying,1710.28345322911,1250,Divorced,"hbo (higher vocational education, US: college)",No,Slightly urban,Rental dwelling,Single,5,1,yes,1959,,1968,,,,,,,,,,9,,,,,no,,,no,differences in income should decrease,agree,disagree,agree,less than 1 day a week,"MBO (intermediate professional education, US: junior college)",once or a few times a year,not applicable,not applicable,,,no,yes,no,,0,5,1,yes,,,,9,no,"First generation foreign, non-western background",Attends school or is studying,1710.28345322911,1250,Divorced,"hbo (higher vocational education, US: college)",No,Slightly urban,Rental dwelling,Single,False,-1.2505739918017202,0.3423183714700559,0.7019663063738494,0.1680276273333056,0.8573695402469056,0
702527,8482.47711902668,5950,250.0,3188.5058395500787,2225.322603220889,23,female,0,250.0,7,7,Paid employment,2500.0,1950,Never been married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",7,3,yes,1965,,1969,,,34669.2147012303,no,2019,,no,,yes,,practically never,practically never,,,no,,,no,,fully disagree,neither agree nor disagree,fully disagree,2 days per week,"HAVO / VWO (higher/pre-university secondary education, US: senior high school)",never,"yes, often/always",not applicable,500,,no,not applicable,no,,0,7,3,yes,no,no,yes,,,Dutch background,Paid employment,2500.0,1950,Never been married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.8569724634857128,1.8100127477669203,0.8568758932634731,0.1961527719015726,0.3466409163931506,0
715275,3446.11391341185,2250,3446.11391341185,3.678178688303427e-12,0.0,43,female,0,2250.0,,,Paid employment,3446.11391341185,2250,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Extremely urban,Self-owned dwelling,Single,,,no,1950,,1948,,7,,no,2017,,no,,yes,7,practically never,,,,no,,,no,,disagree,agree,agree,1 day per week,"VMBO, LBO, MULO, ULO, MAVO (lower/intermediate secondary education, US: junior high school)",never,"yes, often/always",not applicable,-8,,no,not applicable,yes,,0,,,no,no,no,yes,,yes,Dutch background,Paid employment,3446.11391341185,2250,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Extremely urban,Self-owned dwelling,Single,False,0.8243805442439444,-2.095587742713729,1.0868925364615842,0.9473655636057454,-0.7033243504481438,0
715339,1000.0,800,1400.0,177.2973305900104,178.1634705045403,19,female,0,1200.0,3,3,Does something else,0.0,0,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Slightly urban,Rental dwelling,"Single, with child(ren)",3,3,yes,1977,,1981,,5,,no,2018,,no,,,,occasionally,practically never,2,,no,,,no,,disagree,fully agree,disagree,1 day per week,primary school,once or a few times a year,not applicable,"yes, often/always",,,no,yes,no,2018,1,3,3,yes,,,,,no,Dutch background,Does something else,0.0,0,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Slightly urban,Rental dwelling,"Single, with child(ren)",False,-0.5524941338170039,-1.392825048525354,0.3282400729052366,1.7856449808124022,-0.0034310312258768,0
714145,7185.12265481229,4950,7185.12265481229,995.9566485393218,514.0314482691938,39,male,0,4950.0,,,Paid employment,2900.0,2200,Married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",,,I don't know,1948,2009,1948,1999,,,yes,2008,2013,yes,2015,yes,,occasionally,often,,,no,,I do more than my partner,no,differences in income should decrease,fully disagree,fully agree,fully agree,2 days per week,,once or a few times a year,"yes, often/always",not applicable,7500,,no,not applicable,no,,0,,,I don't know,yes,yes,yes,,no,"Second generation foreign, non-western background",Paid employment,2900.0,2200,Married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-0.3955148436388122,0.9391204785153032,0.4082556239516668,0.4363340813451317,-0.2409242378801598,0
700984,5110.62505895744,3510,4475.0,656.376716006706,500.12370420946354,20,male,0,2960.0,10,10,Attends school or is studying,348.633018877275,300,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",10,2,yes,1970,,1970,,,0.0,,,,,,,,,,,,no,,,no,,disagree,neither agree nor disagree,neither agree nor disagree,1 day per week,"MBO (intermediate professional education, US: junior college)",once or a few times a year,not applicable,not applicable,5000,,no,not applicable,no,,0,10,2,yes,,,,,no,Dutch background,Attends school or is studying,348.633018877275,300,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.7429576890991353,-1.222414435965759,0.0945432835195602,-0.3279268196391705,-0.0913292779356474,0
708417,3746.94189758687,2600,3006.46740420496,392.16726806854086,297.3636170968917,25,male,0,2000.0,30,30,Attends school or is studying,0.0,0,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",30,2,yes,1965,,1961,,,,,,,,,,,,,,,no,,,no,,disagree,disagree,agree,never,"HAVO / VWO (higher/pre-university secondary education, US: senior high school)",never,not applicable,not applicable,,,no,not applicable,no,,0,30,2,yes,,,,,no,Dutch background,Attends school or is studying,0.0,0,Never been married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Moderately urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.5604187543542754,-1.6696512062608122,-0.4620618045133411,0.2902120174814689,0.830745851633799,0
715509,7704.41539815213,5350,6288.37987804405,1046.163063535024,624.8523540175879,19,female,0,4350.0,5,5,Attends school or is studying,286.992040080165,250,Never been married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",15,2,I don't know,1969,,1967,,,0.0,,,,,,,,,,,,no,,,no,,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,never,"MBO (intermediate professional education, US: junior college)",once a week,"yes, often/always",not applicable,,,no,not applicable,no,,0,,,I don't know,,,,,no,,Attends school or is studying,286.992040080165,250,Never been married,"vmbo (intermediate secondary education, US: junior high school)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.410784077267781,-0.1815953212248252,-1.5056775965616311,-1.1328527526291654,-1.1295544843304453,0
704531,8300.0,5880,2730.0,2128.717944369512,1566.4481077962987,32,female,0,2040.0,0,0,Paid employment,3300.0,2380,Never been married,"hbo (higher vocational education, US: college)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",0,3,yes,1948,2012,1955,,18,,yes,2010,2019,no,,yes,,occasionally,occasionally,,,no,,I do a lot more than my partner,no,,fully disagree,agree,fully agree,2 days per week,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always",not applicable,,,no,not applicable,no,,0,0,3,yes,yes,no,yes,,,"Second generation foreign, non-western background",Paid employment,3300.0,2380,Never been married,"hbo (higher vocational education, US: college)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-0.6541654858309623,0.1178120537888555,0.2603262389646533,0.7783360011861067,0.0431899256477222,1
